,Customer ID,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2026,2068,57.0,Male,Backpack,38.95905140464112,Maryland,XL,Burnt orange,Winter,4.0,Standard,No,0,Venmo,
2027,2567,60.0,Male,Boots,30.7121659076058,Missouri,S,Aubergine,Winter,4.0,Standard,No,3,Venmo,
2028,1905,20.0,Male,Sweater,40.2425326493958,Nevada,S,Terra cotta,Winter,,Express,No,6,Venmo,
2029,2058,47.0,Male,Jeans,33.547361917579714,South Dakota,L,Mauve,Fall,4.0,Standard,No,5,Venmo,
2030,2093,33.0,Male,Gloves,30.000353868396815,Minnesota,M,Aubergine,Fall,4.0,Standard,No,18,Venmo,
2031,2704,20.0,Female,Leggings,28.367408447435967,,XL,Aubergine,Winter,,Express,No,12,Venmo,
2032,3715,30.0,Male,Backpack,42.73999925613366,New York,S,Mauve,Fall,4.0,Standard,No,4,Venmo,
2033,3117,75.0,Female,Boots,36.014259865897515,,L,Ruby Red,Winter,,Standard,No,3,Venmo,
2034,2603,25.0,Non-binary,Jacket,24.99847972000527,South Carolina,M,Burnt orange,Winter,,Standard,No,7,Venmo,
2035,1938,44.0,Non-binary,Leggings,37.09751360023788,Delaware,M,Black,Winter,4.0,Standard,No,5,Venmo,
2036,2117,47.0,Female,Jacket,17.637735892039906,Kansas,M,Black,Winter,,Standard,No,16,Venmo,
2037,1892,41.0,Female,Shorts,25.769126541176284,,M,Baby blue,Spring,4.0,Standard,No,0,Venmo,
2038,2183,37.0,Male,Scarf,23.890885004342053,New Mexico,M,Muted mustard yellow,Winter,,Express,No,20,Venmo,
2039,3215,45.0,Male,Socks,31.805129645337512,Washington,M,Lemon yellow,Winter,4.0,Standard,No,9,Venmo,
2040,2814,38.0,Male,Sweater,34.994810725008314,Vermont,S,Terra cotta,Fall,,Standard,No,1,Venmo,
2041,1964,21.0,Male,Sweater,38.92499560662711,Michigan,L,Black,Fall,,Standard,No,9,Venmo,
2042,1947,,Female,Backpack,37.38693797244294,Louisiana,M,Burnt orange,Winter,,Standard,No,7,Venmo,
2043,2737,64.0,Female,Sunglasses,19.421477870717737,Montana,M,Fuchsia,Summer,1.0,Standard,No,2,Venmo,
2044,3349,33.0,Female,Jeans,30.36588852672716,New Hampshire,L,Ruby Red,Fall,,Standard,No,2,Venmo,
2045,3314,24.0,Female,Jacket,31.972245260526982,Kansas,XL,Burnt orange,Winter,4.0,Express,No,2,Venmo,
2046,3206,,Male,Socks,19.41448581062763,Colorado,XL,Burnt orange,Winter,,Standard,No,3,Venmo,
2047,2398,,Female,Pajamas,14.066480608115173,,L,Burnt orange,Winter,,Standard,No,1,Venmo,
2048,1802,,Female,Gloves,32.44665331796796,New Jersey,M,Muted mustard yellow,Fall,,Standard,No,8,Venmo,
2049,3601,26.0,Female,Dress,27.15004240254761,South Carolina,XL,Lemon yellow,Spring,,Standard,No,3,Venmo,
2050,1829,35.0,Male,Running Shoes,45.39730414202947,New Hampshire,L,White,Spring,2.0,Standard,No,12,Venmo,
2051,3061,26.0,Male,Leggings,24.84131559705997,California,S,Mauve,Winter,,Express,No,7,Venmo,
2052,2699,25.0,Female,Backpack,18.22027272468535,Virginia,M,Brown,Winter,,Next Day Air,No,1,Venmo,
2053,1998,30.0,Male,Leggings,23.240574475041296,Connecticut,M,Ruby Red,Winter,1.0,Standard,No,0,Venmo,
2054,3469,36.0,Female,Handbag,43.68171017486098,Ohio,S,Lemon yellow,Summer,,Standard,No,2,Venmo,
2055,3608,44.0,Male,Handbag,37.10252938730494,New Mexico,L,Baby blue,Spring,,Express,No,2,Venmo,
2056,2365,18.0,Female,T-shirt,27.26286571043831,Mississippi,L,Lavender,Summer,,Express,No,2,Venmo,
2057,2822,,Male,Gloves,31.919893375171014,Georgia,L,Aubergine,Winter,2.0,Standard,No,0,Venmo,
2058,3548,50.0,Male,Dress,24.027351016576997,Pennsylvania,L,Brick red,Fall,,Next Day Air,No,14,Venmo,
2059,2375,35.0,Female,Running Shoes,24.650979421980445,Washington,L,Lavender,Summer,4.0,Standard,No,17,Venmo,
2060,3245,25.0,Female,Boots,24.302808731196595,Arkansas,M,Lavender,Fall,4.0,Standard,No,12,Venmo,
2061,2859,33.0,Male,Hoodie,29.91666281127853,Maryland,L,Brown,Fall,,Express,No,3,Venmo,
2062,2325,48.0,Female,Scarf,40.511885865637765,Oregon,L,Burnt orange,Winter,,Standard,No,5,Venmo,
2063,2258,32.0,Female,Shorts,40.716054288186726,Tennessee,L,Turquoise,Summer,5.0,Standard,No,3,Venmo,
2064,3010,43.0,Male,Backpack,32.69867036536348,Louisiana,M,Lemon yellow,Winter,,Standard,No,2,Venmo,
2065,2775,38.0,Male,Gloves,32.96202712805777,Oklahoma,L,Black,Winter,,Standard,No,6,Venmo,
2066,3192,26.0,Male,Backpack,12.310799060968163,Mississippi,XL,Ruby Red,Fall,5.0,Standard,No,7,Venmo,
2067,2135,35.0,Male,Sunglasses,24.69780348968589,Virginia,XL,White,Summer,,Express,No,4,Venmo,
2068,3429,23.0,Male,Sweater,37.07525243958786,,M,Ruby Red,Fall,,Next Day Air,No,8,Venmo,
2069,2000,35.0,Female,Belt,30.24759970014664,,L,Muted mustard yellow,Fall,,Standard,No,0,Venmo,
2070,2836,,Female,Sunglasses,11.39252044716962,Vermont,S,Lavender,Summer,5.0,Standard,No,7,Venmo,
2071,2969,22.0,Female,Socks,35.47166128572735,South Carolina,S,Muted mustard yellow,Fall,2.0,Standard,No,7,Venmo,
2072,2837,25.0,Male,Running Shoes,43.58297728310852,,M,Baby blue,Summer,5.0,Standard,No,4,Venmo,
2073,2359,39.0,Female,T-shirt,20.70061184249132,,L,Fuchsia,Spring,,Standard,No,9,Venmo,
2074,2031,56.0,Male,Jacket,27.667429809220263,New Mexico,S,Aubergine,Fall,,Standard,No,8,Venmo,
2075,2146,41.0,Male,Socks,30.070279306864897,,S,Brick red,Fall,4.0,Standard,No,0,Venmo,
2076,2946,27.0,Male,Running Shoes,28.75824029099283,Delaware,M,Baby blue,Summer,5.0,Standard,No,3,Venmo,
2077,2088,32.0,Female,Jacket,25.347784190354773,Wisconsin,M,Black,Fall,,Standard,No,0,Venmo,
2078,3458,23.0,Female,Pajamas,19.44742294602758,Maryland,M,Brick red,Winter,,Standard,No,0,Venmo,
2079,2298,22.0,Female,Pajamas,32.76848344875889,California,M,Terra cotta,Winter,,Express,No,8,Venmo,
2080,3383,23.0,Female,Running Shoes,35.51044362131438,Nebraska,M,Baby blue,Spring,5.0,Standard,No,11,Venmo,
2081,3272,24.0,Female,Leggings,26.2388846605714,Nevada,XL,Brown,Winter,,Standard,No,0,Venmo,
2082,2895,33.0,Female,Boots,32.29384084276334,Kentucky,S,Black,Winter,,Standard,No,0,Venmo,
2083,2529,35.0,Male,Dress,23.626145144703138,Alabama,S,Fuchsia,Summer,,Standard,No,20,Venmo,
2084,1706,19.0,Female,Scarf,15.312847752834593,South Dakota,L,Baby blue,Fall,2.0,Standard,No,16,Venmo,
2085,2278,45.0,Male,Gloves,23.51042723195332,Alabama,M,Ruby Red,Fall,4.0,Standard,No,3,Venmo,
2086,2469,,Female,Shorts,24.89541034911716,,L,White,Summer,5.0,Standard,No,9,Venmo,
2087,3451,28.0,Female,Hoodie,31.925783871580457,Vermont,M,Brown,Fall,,Standard,No,3,Venmo,
2088,3265,41.0,Male,Sweater,26.206920135253803,Maine,S,Mauve,Winter,,Standard,No,4,Venmo,
2089,1881,26.0,Female,Running Shoes,24.89777310378407,New Jersey,L,Baby blue,Spring,,Standard,No,20,Venmo,
2090,3220,40.0,Female,Sweater,30.589192156356283,Kansas,L,Muted mustard yellow,Winter,,Standard,No,0,Venmo,
2091,2702,,Female,Sweater,35.754629653452675,Idaho,L,Terra cotta,Fall,,Next Day Air,No,20,Venmo,
2092,2456,26.0,Male,Backpack,34.989019321493345,Alaska,L,Ruby Red,Fall,2.0,Express,No,1,Venmo,
2093,1775,28.0,Female,Hoodie,24.71135109127648,New York,M,Brown,Winter,,Standard,No,1,Venmo,
2094,2613,43.0,Female,Sunglasses,27.52160285560357,Louisiana,M,Black,Fall,,Express,No,1,Venmo,
2095,3062,21.0,Male,Sweater,19.374447422055923,South Dakota,L,Muted mustard yellow,Winter,4.0,Standard,No,1,Venmo,
2096,2655,,Female,T-shirt,30.521505569669912,Idaho,S,Fuchsia,Summer,,Standard,No,2,Venmo,
2097,3334,19.0,Female,Running Shoes,23.80861327239903,Minnesota,M,Fuchsia,Summer,,Standard,No,3,Venmo,
2098,1877,32.0,Female,Sunglasses,22.390004142934856,Illinois,M,Periwinkle,Spring,,Express,No,1,Venmo,
2099,1939,25.0,Female,Pajamas,32.33056491933571,Kentucky,L,Mauve,Fall,4.0,Express,No,0,Venmo,
2100,3077,27.0,Female,Socks,23.775014772968348,New Hampshire,M,Terra cotta,Winter,5.0,Standard,No,6,Venmo,
2101,3025,27.0,Female,Handbag,24.53974321493541,Idaho,S,Lavender,Summer,4.0,Standard,No,3,Venmo,
2102,2296,35.0,Female,T-shirt,24.49700306379192,Connecticut,L,Black,Summer,,Standard,No,2,Venmo,
2103,3552,22.0,Female,Running Shoes,34.20502793895861,,L,Lemon yellow,Spring,,Standard,No,3,Venmo,
2104,3817,61.0,Male,Gloves,16.386188516152384,Maryland,S,Turquoise,Winter,,Standard,No,7,Venmo,
2105,2730,53.0,Male,Backpack,38.75169758206065,Montana,S,Aubergine,Winter,4.0,Standard,No,1,Venmo,
2106,3622,,Male,Shorts,27.04746770635945,New Jersey,XL,Pale peach,Summer,,Next Day Air,No,1,Venmo,
2107,1770,63.0,Male,Leggings,17.84249686732426,Alaska,L,Terra cotta,Fall,,Standard,No,2,Venmo,
2108,1804,33.0,Male,Sweater,28.86480537755441,New Hampshire,S,Terra cotta,Winter,,Express,No,1,Venmo,
2109,2073,37.0,Female,Pajamas,31.67790674006008,Massachusetts,M,Brick red,Winter,,Standard,No,1,Venmo,
2110,2179,,Male,Socks,24.17949278699007,Florida,M,Lemon yellow,Winter,5.0,Standard,No,7,Venmo,
2111,1924,24.0,Female,Running Shoes,43.68604986092474,Nebraska,XL,Fuchsia,Spring,4.0,Standard,No,0,Venmo,
2112,3784,40.0,Female,Hoodie,22.52508639953555,Maine,XL,Ruby Red,Winter,2.0,Standard,No,11,Venmo,
2113,3517,32.0,Male,Sweater,25.555509992555887,South Carolina,S,Burnt orange,Fall,,Standard,No,5,Venmo,
2114,2879,43.0,Female,Running Shoes,25.263517635773383,California,L,Aubergine,Fall,5.0,Standard,No,13,Venmo,
2115,2512,25.0,Female,T-shirt,29.13175316991216,Idaho,M,Ruby Red,Summer,,Express,No,4,Venmo,
2116,2292,49.0,Male,Dress,36.74045974033194,Ohio,M,Brown,Fall,,Next Day Air,No,5,Venmo,
2117,3513,,Male,Hoodie,22.464395763568945,Kentucky,M,Muted mustard yellow,Fall,,Next Day Air,No,1,Venmo,
2118,2422,48.0,Female,Running Shoes,32.25946357895351,,L,White,Summer,5.0,Next Day Air,No,0,Venmo,
2119,1980,42.0,Female,Dress,25.273959197032674,,L,Lemon yellow,Summer,2.0,Standard,No,7,Venmo,
2120,1716,29.0,Female,Boots,29.196763873248425,,XL,Muted mustard yellow,Winter,,Standard,No,3,Venmo,
2121,3864,48.0,Male,Dress,33.19245446499433,New Hampshire,M,Fuchsia,Spring,,Standard,No,1,Venmo,
2122,2580,37.0,Male,Sweater,27.034823732114376,,M,Brown,Winter,5.0,Standard,No,11,Venmo,
2123,1901,,Female,Running Shoes,35.699540928104184,Iowa,S,Brown,Fall,,Standard,No,3,Venmo,
2124,3497,46.0,Female,Jacket,37.01193062531332,Idaho,M,Brick red,Winter,5.0,Standard,No,11,Venmo,
2125,1955,34.0,Female,Sweater,33.93036491205539,Colorado,M,Brick red,Winter,,Standard,No,0,Venmo,
2126,1928,38.0,Male,Hoodie,24.71384975017019,Florida,M,Brown,Winter,1.0,Standard,No,0,Venmo,
2127,2894,39.0,Female,Shorts,25.52299433792875,Kentucky,S,Lavender,Summer,,Standard,No,0,Venmo,
2128,1720,25.0,Female,Sunglasses,26.06432964861734,,M,Ruby Red,Fall,4.0,Standard,No,17,Venmo,
2129,2687,18.0,Female,Handbag,29.232397887749723,Georgia,M,White,Spring,,Next Day Air,No,8,Venmo,
2130,3420,46.0,Female,Hoodie,33.57232780733859,West Virginia,L,Ruby Red,Fall,,Standard,No,9,Venmo,
2131,3171,40.0,Female,Shorts,41.49677646268135,Rhode Island,XL,Periwinkle,Summer,,Standard,No,1,Venmo,
2132,2139,52.0,Female,Pajamas,27.017372664594973,Mississippi,M,Brick red,Winter,5.0,Standard,No,10,Venmo,
2133,2276,,Female,Socks,27.24607410393986,Oklahoma,M,Ruby Red,Fall,4.0,Standard,No,3,Venmo,
2134,2703,46.0,Male,Gloves,31.93472484550083,Texas,L,Terra cotta,Winter,,Express,No,4,Venmo,
2135,2666,36.0,Male,Handbag,40.81957097506197,,L,Fuchsia,Spring,4.0,Next Day Air,No,2,Venmo,
2136,2102,36.0,Female,Jeans,24.9887949659526,Oregon,M,Black,Fall,,Express,No,0,Venmo,
2137,3414,28.0,Female,Running Shoes,26.792832283395505,Delaware,XL,Burnt orange,Spring,4.0,Express,No,9,Venmo,
2138,3053,45.0,Female,Shorts,32.65188292096101,Maine,XL,Fuchsia,Summer,,Express,No,5,Venmo,
2139,2136,33.0,Male,Scarf,29.88847474873554,California,S,Burnt orange,Fall,,Next Day Air,No,0,Venmo,
2140,2734,43.0,Female,Leggings,24.60475484337234,North Carolina,M,Burnt orange,Winter,4.0,Next Day Air,No,16,Venmo,
2141,3861,33.0,Male,Hoodie,31.97919527399,Pennsylvania,M,Terra cotta,Winter,,Standard,No,20,Venmo,
2142,3133,20.0,Male,Running Shoes,35.7616845312139,Michigan,M,Turquoise,Spring,,Express,No,20,Venmo,
2143,1827,48.0,Female,Sweater,34.463771347053175,,M,Mauve,Fall,,Next Day Air,No,12,Venmo,
2144,2143,35.0,Female,Sweater,24.04579650980579,North Dakota,M,Muted mustard yellow,Winter,,Standard,No,9,Venmo,
2145,3898,25.0,Female,Shorts,31.5050725860489,New Jersey,L,Brick red,Fall,,Standard,No,0,Venmo,
2146,3779,,Female,Shorts,43.21902221379163,South Dakota,M,Burnt orange,Summer,,Standard,No,4,Venmo,
2147,3453,38.0,Female,Socks,27.18509989391797,Oklahoma,M,White,Winter,5.0,Standard,No,5,Venmo,
2148,2066,41.0,Male,Handbag,37.68510919623673,Oregon,M,Periwinkle,Summer,,Standard,No,3,Venmo,
2149,3634,41.0,Male,Running Shoes,33.31937621212984,Montana,M,Pale peach,Summer,,Standard,No,11,Venmo,
2150,3711,19.0,Female,Sunglasses,40.159263006160856,Hawaii,M,Pale peach,Summer,,Standard,No,0,Venmo,
2151,1969,36.0,Male,Shorts,30.021593910832827,Minnesota,S,Baby blue,Summer,,Next Day Air,No,8,Venmo,
2152,2587,31.0,Male,Scarf,26.62401756793105,Maine,L,Turquoise,Winter,5.0,Standard,No,8,Venmo,
2153,3170,24.0,Female,Sunglasses,18.479178484452483,Georgia,M,Baby blue,Spring,,Next Day Air,No,9,Venmo,
2154,3216,37.0,Female,Gloves,45.39881694814078,Rhode Island,M,Aubergine,Winter,5.0,Standard,No,5,Venmo,
2155,1970,,Male,Leggings,28.71793912168661,Louisiana,S,Muted mustard yellow,Winter,,Standard,No,2,Venmo,
2156,1734,25.0,Male,Shorts,31.844754097501838,New York,L,White,Summer,1.0,Standard,No,2,Venmo,
2157,1888,21.0,Female,Running Shoes,25.85808157334016,,XL,Lavender,Summer,,Next Day Air,No,1,Venmo,
2158,2843,37.0,Female,Gloves,31.85047593591273,Arizona,L,Black,Winter,,Standard,No,7,Venmo,
2159,2397,,Male,Handbag,29.05276242851844,,M,Lavender,Summer,2.0,Standard,No,1,Venmo,
2160,2996,25.0,Male,Pajamas,29.34768961373765,Virginia,M,Fuchsia,Winter,,Standard,No,0,Venmo,
2161,2301,23.0,Female,Shorts,28.012994913803727,Pennsylvania,XL,Turquoise,Summer,,Standard,No,0,Venmo,
2162,1958,32.0,Female,Backpack,21.058526145486606,South Carolina,M,Ruby Red,Winter,,Express,No,0,Venmo,
2163,3252,50.0,Female,Running Shoes,22.147047968613823,,M,Muted mustard yellow,Summer,,Standard,No,16,Venmo,
2164,2044,39.0,Male,Pajamas,32.83191206644702,New York,M,Black,Winter,,Next Day Air,No,0,Venmo,
2165,2510,23.0,Male,Scarf,33.02600829653478,Washington,M,Brick red,Fall,,Standard,No,5,Venmo,
2166,3628,50.0,Female,Running Shoes,37.325608480432365,Delaware,M,Muted mustard yellow,Summer,,Standard,No,6,Venmo,
2167,2481,28.0,Female,T-shirt,37.34366300445159,Ohio,XL,Muted mustard yellow,Spring,,Standard,No,10,Venmo,
2168,3507,32.0,Male,Handbag,23.33096672150232,Illinois,L,Periwinkle,Summer,,Standard,No,3,Venmo,
2169,3013,51.0,Female,Dress,32.64950522871711,Idaho,M,Turquoise,Spring,4.0,Standard,No,11,Venmo,
2170,1912,20.0,Male,Sunglasses,37.83260486749522,Arizona,M,Pale peach,Summer,,Standard,No,2,Venmo,
2171,3466,,Male,Sweater,33.284208571096165,Iowa,M,Ruby Red,Fall,4.0,Standard,No,14,Venmo,
2172,1787,51.0,Male,Dress,29.88480201225644,Maryland,M,Terra cotta,Summer,2.0,Standard,No,3,Venmo,
2173,3343,29.0,Male,Handbag,38.98113993294745,New Jersey,M,Burnt orange,Fall,,Standard,No,2,Venmo,
2174,3832,24.0,Female,Scarf,33.22063127037214,Nevada,L,Burnt orange,Winter,5.0,Standard,No,1,Venmo,
2175,2992,56.0,Non-binary,Socks,37.6622217513216,Utah,L,Mauve,Fall,,Standard,No,12,Venmo,
2176,3828,31.0,Male,Running Shoes,41.96519816636541,Montana,M,Lavender,Summer,,Standard,No,1,Venmo,
2177,2864,18.0,Female,Gloves,24.00298842467205,Connecticut,M,Brown,Winter,,Standard,No,0,Venmo,
2178,3880,29.0,Female,Running Shoes,32.646481542411195,,L,Black,Fall,,Standard,No,0,Venmo,
2179,3839,42.0,Male,Running Shoes,33.738685101556904,Rhode Island,L,Turquoise,Summer,2.0,Next Day Air,No,8,Venmo,
2180,3079,,Male,Dress,38.18881206973158,Alaska,M,White,Summer,,Next Day Air,No,17,Venmo,
2181,2785,30.0,Male,Sweater,37.681034395168034,Idaho,M,Black,Winter,,Standard,No,11,Venmo,
2182,3065,,Female,Pajamas,24.07209438364613,Idaho,S,Lemon yellow,Fall,,Standard,No,0,Venmo,
2183,3377,21.0,Female,Jeans,23.83245969878197,,M,Aubergine,Fall,,Standard,No,7,Venmo,
2184,2081,27.0,Male,Boots,34.28877115392212,South Dakota,S,Ruby Red,Fall,,Standard,No,13,Venmo,
2185,1682,,Male,Boots,33.619046953092464,Virginia,L,Brick red,Winter,,Standard,No,1,Venmo,
2186,2370,,Male,Running Shoes,37.70850120875403,Vermont,M,Baby blue,Spring,,Standard,No,4,Venmo,
2187,1975,28.0,Male,Sunglasses,24.385640375503733,Tennessee,M,Fuchsia,Summer,,Standard,No,4,Venmo,
2188,3296,18.0,Male,Dress,31.955510820376013,West Virginia,S,White,Spring,,Standard,No,5,Venmo,
2189,2141,36.0,Female,Sweater,23.597829514236885,New Mexico,M,Muted mustard yellow,Fall,2.0,Standard,No,16,Venmo,
2190,2679,24.0,Male,Scarf,29.133556489355424,,M,Ruby Red,Fall,4.0,Express,No,11,Venmo,
2191,1936,50.0,Male,Running Shoes,32.640996881140985,North Carolina,XL,Brown,Spring,5.0,Standard,No,10,Venmo,
2192,3811,41.0,Male,Leggings,34.37829521645851,Wisconsin,L,Mauve,Fall,2.0,Standard,No,6,Venmo,
2193,3386,51.0,Male,Scarf,27.83430089241332,Rhode Island,M,Baby blue,Winter,,Standard,No,5,Venmo,
2194,3421,32.0,Female,Scarf,27.502532900258057,Kentucky,M,Black,Winter,,Standard,No,4,Venmo,
2195,3342,55.0,Male,Sweater,24.854556503163607,Connecticut,XL,Brown,Winter,,Express,No,3,Venmo,
2196,1956,35.0,Female,Dress,28.885904363841117,Maine,M,Turquoise,Spring,5.0,Standard,No,5,Venmo,
2197,1875,36.0,Male,Shorts,41.55948284138279,Indiana,L,Lemon yellow,Summer,,Standard,No,2,Venmo,
2198,3582,18.0,Female,Sunglasses,33.34736680053213,Georgia,M,Brick red,Summer,,Standard,No,7,Venmo,
2199,1973,22.0,Male,Gloves,27.614971387123013,Louisiana,M,Terra cotta,Winter,2.0,Standard,No,7,Venmo,
2200,3292,33.0,Male,Sweater,28.8259028244752,New Mexico,L,Muted mustard yellow,Fall,,Standard,No,1,Venmo,
2201,2861,26.0,Female,Pajamas,35.056351010188735,Rhode Island,M,Brick red,Winter,4.0,Standard,No,8,Venmo,
2202,2396,42.0,Male,Running Shoes,28.280028961776274,Connecticut,M,Fuchsia,Summer,,Standard,No,5,Venmo,
2203,3428,29.0,Female,Shorts,26.00315651265308,Michigan,XL,Periwinkle,Summer,,Standard,No,5,Venmo,
2204,1790,29.0,Female,Backpack,26.92095059104941,Arizona,L,Muted mustard yellow,Winter,2.0,Standard,No,2,Venmo,
2205,2533,38.0,Male,Running Shoes,29.116315343793644,Nebraska,S,Lavender,Summer,,Next Day Air,No,17,Venmo,
2206,3780,67.0,Female,Running Shoes,36.27091919963427,California,XL,White,Summer,,Standard,No,11,Venmo,
2207,1830,24.0,Male,Socks,31.78926534799004,Oregon,M,Mauve,Winter,,Standard,No,15,Venmo,
2208,3740,,Male,Dress,24.736654484787827,,M,Terra cotta,Spring,,Next Day Air,No,16,Venmo,
2209,2175,34.0,Female,Backpack,31.71466983173983,Colorado,S,Ruby Red,Winter,,Standard,No,1,Venmo,
2210,2376,37.0,Male,Gloves,33.95405089686413,Virginia,L,Aubergine,Winter,,Next Day Air,No,11,Venmo,
2211,1999,19.0,Female,T-shirt,23.52934941069704,Vermont,M,Lemon yellow,Spring,,Standard,No,3,Venmo,
2212,3251,35.0,Female,Leggings,42.7993757256414,Minnesota,M,Muted mustard yellow,Winter,4.0,Express,No,13,Venmo,
2213,3214,35.0,Female,Running Shoes,32.55646937858447,Texas,M,Baby blue,Summer,4.0,Standard,No,1,Venmo,
2214,3165,41.0,Male,Sunglasses,42.63314240682859,Arizona,L,Fuchsia,Summer,2.0,Next Day Air,No,20,Venmo,
2215,3114,26.0,Male,Sunglasses,18.15005050215436,Nebraska,L,White,Summer,,Express,No,2,Venmo,
2216,3310,19.0,Female,Hoodie,18.54334804552084,Massachusetts,M,Ruby Red,Winter,,Standard,No,3,Venmo,
2217,2471,36.0,Female,Socks,32.5874935441581,Arizona,XL,Muted mustard yellow,Winter,,Standard,No,10,Venmo,
2218,2641,42.0,Male,Gloves,29.67488435883301,Indiana,L,Terra cotta,Winter,,Standard,No,1,Venmo,
2219,3823,28.0,Male,Shorts,19.24226495482283,,S,White,Spring,2.0,Standard,No,4,Venmo,
2220,2484,52.0,Male,Handbag,33.993692918462344,Arizona,S,Baby blue,Spring,,Standard,No,0,Venmo,
2221,3478,24.0,Male,Hoodie,30.86594425820049,Kentucky,S,Mauve,Winter,,Standard,No,16,Venmo,
2222,2683,27.0,Male,Boots,29.33938422736778,North Carolina,L,Brick red,Winter,4.0,Standard,No,0,Venmo,
2223,615,,Male,Dress,56.26369172511879,Idaho,M,Periwinkle,Summer,,2-Day Shipping,Yes,9,Credit Card,
2224,112,36.0,Female,Running Shoes,62.44210121723019,Massachusetts,L,White,Summer,4.0,Standard,Yes,0,Credit Card,
2225,1413,57.0,Male,Backpack,51.96983893966537,Michigan,M,Aubergine,Fall,,2-Day Shipping,Yes,1,Credit Card,
2226,637,26.0,Male,Socks,54.89904956516218,Wisconsin,M,Black,Fall,,2-Day Shipping,Yes,0,Credit Card,
2227,609,36.0,Female,Handbag,46.88397629964226,Delaware,S,Mauve,Summer,,2-Day Shipping,Yes,2,Credit Card,
2228,533,34.0,Female,Backpack,45.1710820981759,Texas,L,Mauve,Winter,5.0,2-Day Shipping,Yes,13,Credit Card,
2229,559,27.0,Female,Scarf,48.19041312386874,Iowa,L,Terra cotta,Fall,5.0,Next Day Air,Yes,9,Credit Card,
2230,1424,28.0,Male,Sweater,44.13112061514573,Michigan,S,Brown,Fall,,2-Day Shipping,Yes,4,Credit Card,
2231,355,38.0,Female,Sweater,54.11324013332179,Pennsylvania,S,Lavender,Fall,,2-Day Shipping,Yes,1,Credit Card,
2232,268,,Female,Sunglasses,52.46263208146321,Maryland,M,Pale peach,Summer,,2-Day Shipping,Yes,6,Credit Card,
2233,1295,49.0,Male,Boots,46.450831447859606,Texas,M,Ruby Red,Fall,,2-Day Shipping,Yes,1,Credit Card,
2234,973,40.0,Female,Socks,45.95365581943236,Colorado,L,Burnt orange,Fall,4.0,Standard,Yes,0,Credit Card,
2235,667,,Female,Boots,51.64981440735534,,L,Baby blue,Winter,,2-Day Shipping,Yes,10,Credit Card,
2236,757,35.0,Female,Sweater,48.5172228786699,Montana,S,Burnt orange,Winter,4.0,2-Day Shipping,Yes,2,Credit Card,
2237,1214,50.0,Female,Backpack,46.788248122467685,Kentucky,XL,Brown,Winter,4.0,2-Day Shipping,Yes,7,Credit Card,
2238,1510,58.0,Female,Pajamas,41.86346888085075,New Hampshire,XL,Brick red,Fall,,2-Day Shipping,Yes,0,Credit Card,
2239,52,26.0,Female,Shorts,50.55628694488918,Vermont,XL,Lemon yellow,Summer,5.0,Express,Yes,3,Credit Card,
2240,906,32.0,Male,Handbag,42.80156750995526,Mississippi,S,Mauve,Summer,4.0,2-Day Shipping,Yes,1,Credit Card,
2241,101,28.0,Female,Sweater,55.89510962624699,,M,Brown,Winter,,2-Day Shipping,Yes,10,Credit Card,
2242,267,47.0,Male,Shorts,46.87898211978872,Louisiana,L,Baby blue,Spring,,2-Day Shipping,Yes,5,Credit Card,
2243,774,25.0,Male,Shorts,52.20564335689084,California,L,Lavender,Summer,4.0,2-Day Shipping,Yes,0,Credit Card,
2244,648,64.0,Female,Leggings,52.93921214944575,Mississippi,XL,Mauve,Fall,,2-Day Shipping,Yes,0,Bank Transfer,
2245,44,,Male,Dress,46.82500329951945,Ohio,L,Periwinkle,Spring,,2-Day Shipping,Yes,0,Credit Card,
2246,1591,,Male,Jeans,46.97835316102579,Wisconsin,S,Brown,Fall,,2-Day Shipping,Yes,1,Credit Card,
2247,1322,22.0,Male,Shorts,50.73171681532232,Missouri,L,Baby blue,Spring,,Standard,Yes,4,Credit Card,
2248,1112,26.0,Male,Running Shoes,44.46111836787261,New York,S,Baby blue,Spring,,2-Day Shipping,Yes,0,Credit Card,
2249,356,23.0,Female,Dress,58.05810998173146,Oregon,XL,Periwinkle,Summer,4.0,2-Day Shipping,Yes,0,Credit Card,
2250,591,47.0,Male,Running Shoes,47.59130718032296,,S,Periwinkle,Spring,,2-Day Shipping,Yes,0,Credit Card,
2251,1644,22.0,Female,Pajamas,37.19036243018594,Ohio,L,Aubergine,Winter,,2-Day Shipping,Yes,8,Credit Card,
2252,373,25.0,Male,Hoodie,56.187909369792656,Pennsylvania,L,Terra cotta,Fall,,2-Day Shipping,Yes,2,Credit Card,
2253,262,32.0,Male,Handbag,60.11320724727828,California,L,White,Spring,,2-Day Shipping,Yes,1,Credit Card,
2254,172,29.0,Male,Jacket,40.73148327915534,Virginia,M,Terra cotta,Winter,2.0,Standard,Yes,1,Credit Card,
2255,210,24.0,Female,Sunglasses,47.31529047587314,Minnesota,S,Turquoise,Summer,,2-Day Shipping,Yes,8,Credit Card,
2256,1085,37.0,Female,T-shirt,43.06880937154539,,S,Fuchsia,Summer,,2-Day Shipping,Yes,10,Credit Card,
